sample_id,customerID,num_sample,test_name,receive_date,analysis_date,report_date,result
377,76,13,Total Coliform,2024-02-12,2024-02-27,2024-03-02,<1
378,9,46,Enterobateria,2024-01-14,2024-02-13,2024-02-22,<1
379,77,43,Aerobic Place Count,2024-02-20,2024-03-17,2024-03-17,<1
380,69,74,Listeria Mono,2024-02-27,2024-03-11,2024-03-13,Negative
381,84,85,Aerobic Place Count,2024-02-17,2024-03-10,2024-03-16,1703
382,39,90,EO157,2024-02-26,2024-03-08,2024-03-16,Negative
383,38,18,Staph,2024-02-20,2024-03-16,2024-03-16,<1
384,22,43,Ochratoxin,2024-03-01,2024-03-02,2024-03-04,6385
385,67,29,Listeria Mono,2024-01-02,2024-03-07,2024-03-07,Negative
386,99,24,Ochratoxin,2024-01-14,2024-01-27,2024-02-14,2512
387,50,79,Aerobic Place Count,2024-03-14,2024-03-17,2024-03-17,<1
388,10,18,Mold,2024-03-09,2024-03-09,2024-03-17,<1
389,79,4,Yeast,2024-01-30,2024-03-07,2024-03-15,<1
390,77,74,Aflatoxin,2024-02-11,2024-02-28,2024-03-03,<1
391,1,89,Staph,2024-02-03,2024-02-18,2024-02-24,1096
392,64,65,Listeria Spp,2024-02-20,2024-03-17,2024-03-17,Negative
393,68,35,Listeria Mono,2024-01-20,2024-02-08,2024-03-17,Negative
394,16,77,EO157,2024-02-15,2024-02-24,2024-03-14,Negative
395,92,76,Ochratoxin,2024-03-06,2024-03-06,2024-03-13,<1
396,1,32,EO157,2024-02-08,2024-02-29,2024-03-02,Negative
397,19,78,Aflatoxin,2024-01-05,2024-03-10,2024-03-14,<1
398,75,26,EO157,2024-01-02,2024-01-25,2024-01-31,Negative
399,9,49,Mold,2024-02-16,2024-03-09,2024-03-15,<1
400,8,65,Listeria Mono,2024-01-16,2024-01-26,2024-02-26,Negative
401,94,83,Staph,2024-01-15,2024-02-19,2024-02-28,<1
402,96,23,Listeria Spp,2024-02-07,2024-02-14,2024-03-09,Negative
403,68,51,Ochratoxin,2024-01-06,2024-02-17,2024-02-23,<1
404,9,100,EO157,2024-01-16,2024-03-09,2024-03-16,Negative
405,87,79,Salmonella,2024-02-25,2024-03-12,2024-03-12,Negative
406,65,13,Listeria Mono,2024-03-11,2024-03-17,2024-03-17,Negative
407,37,3,Staph,2024-02-03,2024-03-11,2024-03-17,6683
408,58,3,Listeria Mono,2024-02-18,2024-03-03,2024-03-12,Negative
409,14,100,Staph,2024-01-20,2024-02-09,2024-03-13,<1
410,1,46,Listeria Spp,2024-01-06,2024-01-14,2024-01-18,Negative
411,13,87,EO157,2024-01-31,2024-03-05,2024-03-13,Negative
412,15,87,Aflatoxin,2024-03-06,2024-03-14,2024-03-14,<1
413,75,28,Salmonella,2024-02-11,2024-02-12,2024-03-13,Negative
414,79,80,Enterobateria,2024-01-11,2024-02-14,2024-02-14,<1
415,48,69,Ochratoxin,2024-02-26,2024-03-08,2024-03-17,<1
416,49,36,Yeast,2024-02-07,2024-02-22,2024-03-05,<1
417,8,7,Mold,2024-01-25,2024-02-05,2024-02-24,<1
418,28,43,Staph,2024-03-07,2024-03-07,2024-03-16,<1
419,95,41,Aflatoxin,2024-03-16,2024-03-16,2024-03-16,6952
420,91,7,Ochratoxin,2024-03-01,2024-03-11,2024-03-11,<1
421,35,30,Listeria Spp,2024-01-25,2024-02-08,2024-03-06,Negative
422,72,99,Salmonella,2024-03-14,2024-03-17,2024-03-17,Negative
423,23,13,Salmonella,2024-02-06,2024-03-04,2024-03-14,Negative
424,22,78,E.Coli Count,2024-01-11,2024-02-12,2024-02-20,<1
425,79,48,Listeria Mono,2024-01-12,2024-03-09,2024-03-09,Negative
426,4,24,Staph,2024-01-28,2024-02-06,2024-03-14,<1
427,38,88,Mold,2024-01-12,2024-02-14,2024-03-02,<1
428,33,9,EO157,2024-03-01,2024-03-01,2024-03-01,Negative
429,70,98,Total Coliform,2024-02-01,2024-02-29,2024-03-14,<1
430,46,60,Aflatoxin,2024-03-09,2024-03-09,2024-03-09,<1
431,89,63,EO157,2024-03-17,2024-03-17,2024-03-17,Negative
432,79,81,Listeria Spp,2024-03-10,2024-03-15,2024-03-17,Negative
433,85,98,Yeast,2024-01-24,2024-03-03,2024-03-15,<1
434,80,84,Yeast,2024-02-22,2024-03-16,2024-03-17,<1
435,23,50,Total Coliform,2024-03-10,2024-03-17,2024-03-17,7431
436,64,29,E.Coli Count,2024-02-27,2024-02-27,2024-02-28,<1
437,15,30,Salmonella,2024-02-24,2024-02-24,2024-03-03,Negative
438,11,91,EO157,2024-02-07,2024-03-14,2024-03-16,Negative
439,18,79,Total Coliform,2024-02-23,2024-03-11,2024-03-15,<1
440,53,52,Listeria Mono,2024-01-01,2024-01-11,2024-02-28,Negative
441,30,40,Ochratoxin,2024-01-13,2024-03-05,2024-03-12,<1
442,28,64,Mold,2024-02-21,2024-02-26,2024-02-26,<1
443,73,90,Ochratoxin,2024-01-27,2024-02-23,2024-02-29,<1
444,9,18,Listeria Spp,2024-01-24,2024-01-31,2024-02-06,Negative
445,93,26,Listeria Spp,2024-02-27,2024-03-13,2024-03-13,Negative
446,20,54,Salmonella,2024-02-23,2024-03-04,2024-03-12,Negative
447,24,95,Aerobic Place Count,2024-02-15,2024-03-06,2024-03-11,<1
448,60,97,E.Coli Count,2024-01-21,2024-02-09,2024-02-25,<1
449,50,86,Listeria Spp,2024-03-14,2024-03-14,2024-03-17,Negative
450,89,27,E.Coli Count,2024-02-07,2024-03-08,2024-03-14,<1
451,70,73,Listeria Mono,2024-01-18,2024-03-09,2024-03-16,Negative
452,77,97,Aflatoxin,2024-03-04,2024-03-17,2024-03-17,<1
453,63,66,Total Coliform,2024-01-13,2024-02-23,2024-03-08,<1
454,18,29,EO157,2024-01-13,2024-01-16,2024-03-17,Negative
455,39,34,Yeast,2024-02-24,2024-02-29,2024-03-03,<1
456,30,41,Total Coliform,2024-02-21,2024-02-26,2024-02-26,<1
457,78,24,Staph,2024-03-14,2024-03-15,2024-03-16,<1
458,82,28,Listeria Mono,2024-02-14,2024-03-12,2024-03-15,Negative
459,92,3,Aerobic Place Count,2024-02-02,2024-02-07,2024-03-16,<1
460,77,53,Yeast,2024-02-04,2024-03-14,2024-03-15,<1
461,44,40,Salmonella,2024-01-25,2024-02-26,2024-03-01,Negative
462,40,57,Aerobic Place Count,2024-03-09,2024-03-16,2024-03-16,<1
463,68,47,Total Coliform,2024-03-03,2024-03-11,2024-03-16,5550
464,75,31,Listeria Spp,2024-01-05,2024-01-15,2024-02-10,Negative
465,73,40,E.Coli Count,2024-03-08,2024-03-15,2024-03-15,<1
466,35,24,EO157,2024-02-07,2024-03-07,2024-03-13,Negative
467,40,56,Enterobateria,2024-03-16,2024-03-16,2024-03-17,<1
468,65,76,E.Coli Count,2024-01-25,2024-03-16,2024-03-16,<1
469,88,4,Aerobic Place Count,2024-01-06,2024-02-28,2024-03-09,<1
470,88,55,Listeria Spp,2024-02-23,2024-03-07,2024-03-12,Negative
471,51,20,Staph,2024-02-03,2024-02-20,2024-03-07,<1
472,14,87,Mold,2024-02-15,2024-03-09,2024-03-11,<1
473,83,36,Yeast,2024-02-23,2024-03-08,2024-03-08,593
474,95,38,EO157,2024-02-26,2024-03-04,2024-03-05,Negative
475,39,13,Mold,2024-02-08,2024-03-02,2024-03-11,<1
476,90,6,Aerobic Place Count,2024-03-08,2024-03-14,2024-03-15,<1
477,47,23,Ochratoxin,2024-03-14,2024-03-14,2024-03-14,<1
478,99,33,Ochratoxin,2024-03-14,2024-03-16,2024-03-16,<1
479,75,71,Aerobic Place Count,2024-03-08,2024-03-12,2024-03-16,<1
480,36,47,Ochratoxin,2024-02-20,2024-03-06,2024-03-16,<1
481,53,37,EO157,2024-02-22,2024-02-23,2024-03-17,Negative
482,13,83,Aerobic Place Count,2024-02-08,2024-02-12,2024-02-26,<1
483,66,76,Total Coliform,2024-02-13,2024-03-02,2024-03-16,<1
484,72,33,Ochratoxin,2024-01-31,2024-03-15,2024-03-16,<1
485,86,72,EO157,2024-03-15,2024-03-15,2024-03-15,Negative
486,90,10,Listeria Spp,2024-02-26,2024-02-28,2024-03-13,Negative
487,89,9,Yeast,2024-02-29,2024-03-17,2024-03-17,<1
488,33,96,E.Coli Count,2024-03-05,2024-03-17,2024-03-17,<1
489,25,56,Enterobateria,2024-01-09,2024-01-11,2024-03-17,<1
490,100,64,Staph,2024-01-09,2024-02-20,2024-03-04,<1
491,66,18,Staph,2024-01-13,2024-03-03,2024-03-09,<1
492,71,27,Mold,2024-03-01,2024-03-09,2024-03-16,4331
493,48,41,Listeria Mono,2024-01-08,2024-01-24,2024-03-15,Negative
494,57,59,Salmonella,2024-01-12,2024-02-25,2024-03-11,Negative
495,65,71,Yeast,2024-01-30,2024-02-04,2024-03-13,<1
496,6,91,Yeast,2024-02-05,2024-02-25,2024-02-25,<1
497,25,64,Salmonella,2024-03-02,2024-03-13,2024-03-17,Negative
498,86,77,Mold,2024-02-09,2024-03-11,2024-03-14,<1
499,52,17,Mold,2024-01-22,2024-01-27,2024-02-15,<1
500,82,100,Aerobic Place Count,2024-01-22,2024-01-30,2024-02-26,<1
501,25,22,E.Coli Count,2024-02-22,2024-02-26,2024-03-17,<1
502,97,86,Ochratoxin,2024-02-25,2024-03-10,2024-03-15,<1
503,91,79,Listeria Spp,2024-01-22,2024-02-13,2024-03-15,Negative
504,34,1,Aerobic Place Count,2024-01-08,2024-01-27,2024-03-13,<1
505,28,83,EO157,2024-02-15,2024-02-15,2024-03-09,Positive
506,51,33,Enterobateria,2024-02-28,2024-03-02,2024-03-05,<1
507,3,5,Enterobateria,2024-03-05,2024-03-12,2024-03-17,<1
508,16,34,Enterobateria,2024-03-17,2024-03-17,2024-03-17,<1
509,45,17,Listeria Spp,2024-03-12,2024-03-15,2024-03-16,Negative
510,73,36,Enterobateria,2024-01-25,2024-03-17,2024-03-17,<1
511,11,34,Staph,2024-03-16,2024-03-17,2024-03-17,2950
512,94,91,E.Coli Count,2024-02-11,2024-02-11,2024-02-19,<1
513,2,26,Enterobateria,2024-02-13,2024-02-15,2024-03-05,<1
514,71,6,Yeast,2024-01-08,2024-03-13,2024-03-13,<1
515,68,77,Aflatoxin,2024-02-16,2024-03-10,2024-03-10,7719
516,98,36,Listeria Mono,2024-01-29,2024-03-07,2024-03-07,Negative
517,19,1,Ochratoxin,2024-02-28,2024-02-28,2024-03-16,8698
518,39,8,Listeria Mono,2024-02-16,2024-02-20,2024-03-17,Negative
519,13,74,Aerobic Place Count,2024-01-22,2024-03-09,2024-03-17,<1
520,93,48,EO157,2024-01-23,2024-01-30,2024-03-17,Negative
521,32,6,Total Coliform,2024-01-26,2024-02-01,2024-03-01,<1
522,35,27,Enterobateria,2024-01-06,2024-03-07,2024-03-07,<1
523,57,96,EO157,2024-02-09,2024-03-12,2024-03-13,Negative
524,95,43,E.Coli Count,2024-03-17,2024-03-17,2024-03-17,<1
525,55,100,Aerobic Place Count,2024-01-19,2024-02-02,2024-02-12,<1
526,43,86,Salmonella,2024-03-16,2024-03-17,2024-03-17,Negative
527,61,2,Enterobateria,2024-03-14,2024-03-16,2024-03-16,<1
528,99,97,Listeria Spp,2024-02-12,2024-02-19,2024-03-02,Negative
529,99,27,Listeria Spp,2024-02-04,2024-02-23,2024-03-09,Negative
530,32,81,EO157,2024-03-17,2024-03-17,2024-03-17,Negative
531,50,28,Mold,2024-03-03,2024-03-08,2024-03-17,<1
532,36,88,E.Coli Count,2024-02-04,2024-02-26,2024-03-11,<1
533,52,52,Aerobic Place Count,2024-02-22,2024-02-27,2024-02-29,<1
534,2,44,Aerobic Place Count,2024-03-11,2024-03-15,2024-03-15,2627
535,86,58,Mold,2024-02-02,2024-03-05,2024-03-09,<1
536,61,2,Mold,2024-03-10,2024-03-10,2024-03-16,<1
537,26,52,Enterobateria,2024-01-26,2024-02-06,2024-02-22,<1
538,79,9,Listeria Mono,2024-02-03,2024-02-23,2024-03-08,Negative
539,2,30,Mold,2024-01-09,2024-02-10,2024-03-13,<1
540,49,65,EO157,2024-02-07,2024-02-24,2024-03-03,Negative
541,2,89,Aflatoxin,2024-02-06,2024-03-04,2024-03-15,<1
542,45,24,Staph,2024-02-28,2024-03-05,2024-03-16,1008
543,69,48,Staph,2024-01-05,2024-01-08,2024-01-10,<1
544,79,66,Total Coliform,2024-02-21,2024-03-16,2024-03-17,<1
545,8,51,Salmonella,2024-03-16,2024-03-17,2024-03-17,Negative
546,95,27,Enterobateria,2024-02-09,2024-03-05,2024-03-08,<1
547,42,23,Staph,2024-02-14,2024-02-23,2024-03-16,<1
548,48,30,Aerobic Place Count,2024-02-19,2024-03-14,2024-03-16,<1
549,49,85,Listeria Spp,2024-01-08,2024-03-02,2024-03-13,Negative
550,28,99,Enterobateria,2024-01-05,2024-02-11,2024-03-11,<1
551,74,94,EO157,2024-01-26,2024-02-24,2024-03-16,Positive
552,76,3,Yeast,2024-02-22,2024-03-15,2024-03-16,<1
553,56,51,Staph,2024-01-11,2024-02-02,2024-03-15,<1
554,27,92,Aflatoxin,2024-02-02,2024-03-02,2024-03-04,<1
555,7,14,Aerobic Place Count,2024-03-07,2024-03-12,2024-03-14,<1
556,51,71,Aflatoxin,2024-01-21,2024-02-06,2024-03-14,<1
557,51,88,Total Coliform,2024-01-14,2024-01-30,2024-03-05,<1
558,16,41,Mold,2024-02-08,2024-02-14,2024-03-05,<1
559,1,84,Listeria Mono,2024-03-03,2024-03-11,2024-03-12,Negative
560,52,27,Aerobic Place Count,2024-02-26,2024-02-26,2024-03-13,1369
561,51,90,EO157,2024-01-28,2024-02-29,2024-03-01,Negative
562,57,100,Listeria Mono,2024-02-29,2024-03-01,2024-03-11,Positive
563,67,51,Aflatoxin,2024-03-12,2024-03-15,2024-03-16,<1
564,36,64,Aerobic Place Count,2024-01-22,2024-03-17,2024-03-17,<1
565,7,16,Mold,2024-03-17,2024-03-17,2024-03-17,<1
566,8,3,Enterobateria,2024-01-10,2024-01-21,2024-01-23,<1
567,5,25,Yeast,2024-02-07,2024-02-28,2024-03-05,<1
568,11,6,Ochratoxin,2024-01-31,2024-02-16,2024-03-12,3656
569,40,81,Yeast,2024-01-04,2024-01-25,2024-02-12,<1
570,24,66,Total Coliform,2024-03-06,2024-03-14,2024-03-17,<1
571,36,37,Total Coliform,2024-02-16,2024-03-12,2024-03-17,<1
572,73,2,EO157,2024-01-17,2024-03-04,2024-03-15,Negative
573,89,69,Ochratoxin,2024-02-21,2024-02-24,2024-02-28,<1
574,93,52,Yeast,2024-02-02,2024-02-06,2024-03-17,7819
575,90,41,Staph,2024-02-10,2024-02-13,2024-02-21,<1
576,81,5,Staph,2024-01-19,2024-03-15,2024-03-15,<1
577,15,48,Mold,2024-02-24,2024-03-10,2024-03-10,3832
578,55,44,Mold,2024-01-23,2024-01-26,2024-02-08,<1
579,10,74,EO157,2024-01-30,2024-02-25,2024-03-04,Negative
580,4,70,Enterobateria,2024-03-04,2024-03-14,2024-03-16,4860
581,96,80,Mold,2024-02-04,2024-02-10,2024-02-24,<1
582,27,99,Mold,2024-02-07,2024-02-07,2024-03-11,<1
583,23,26,Listeria Spp,2024-03-06,2024-03-15,2024-03-15,Negative
584,70,33,Enterobateria,2024-01-25,2024-03-16,2024-03-17,<1
585,53,10,Mold,2024-01-21,2024-03-14,2024-03-16,<1
586,13,76,Ochratoxin,2024-01-30,2024-03-10,2024-03-12,<1
587,76,100,Aerobic Place Count,2024-03-12,2024-03-16,2024-03-17,<1
588,96,82,Staph,2024-03-15,2024-03-17,2024-03-17,<1
589,29,23,Listeria Spp,2024-01-15,2024-02-04,2024-02-24,Negative
590,94,3,Listeria Mono,2024-01-09,2024-01-17,2024-03-16,Negative
591,7,57,Aerobic Place Count,2024-02-02,2024-02-02,2024-02-29,<1
592,73,33,EO157,2024-02-25,2024-03-02,2024-03-09,Negative
593,83,93,Ochratoxin,2024-02-04,2024-02-06,2024-02-18,<1
594,94,21,Aerobic Place Count,2024-03-02,2024-03-03,2024-03-09,<1
595,2,53,Ochratoxin,2024-02-28,2024-03-09,2024-03-15,<1
596,29,19,Enterobateria,2024-03-11,2024-03-14,2024-03-15,<1
597,62,21,Listeria Spp,2024-02-14,2024-02-18,2024-03-03,Negative
598,64,6,EO157,2024-02-25,2024-02-28,2024-03-17,Negative
599,39,22,Listeria Spp,2024-02-19,2024-03-08,2024-03-12,Negative
600,86,46,EO157,2024-01-26,2024-02-22,2024-02-25,Negative
601,36,43,Staph,2024-03-04,2024-03-08,2024-03-10,1724
602,44,41,E.Coli Count,2024-03-07,2024-03-08,2024-03-12,2139
603,57,35,Aflatoxin,2024-01-11,2024-02-18,2024-02-20,<1
604,82,70,Salmonella,2024-01-17,2024-02-09,2024-03-07,Negative
605,58,54,Listeria Spp,2024-01-24,2024-03-08,2024-03-17,Negative
606,92,80,Staph,2024-01-07,2024-02-23,2024-03-08,<1
607,97,96,Salmonella,2024-03-14,2024-03-16,2024-03-16,Negative
608,51,82,Staph,2024-02-04,2024-03-12,2024-03-16,<1
609,75,90,Listeria Spp,2024-03-06,2024-03-07,2024-03-12,Negative
610,99,47,EO157,2024-02-15,2024-02-21,2024-03-11,Negative
611,12,57,Enterobateria,2024-02-04,2024-02-21,2024-03-10,2843
612,19,12,Listeria Mono,2024-03-06,2024-03-17,2024-03-17,Negative
613,40,8,Listeria Spp,2024-01-06,2024-03-04,2024-03-14,Positive
614,40,75,Staph,2024-02-27,2024-02-28,2024-03-03,<1
615,72,69,Salmonella,2024-02-01,2024-02-12,2024-03-11,Negative
616,29,18,Aflatoxin,2024-01-21,2024-02-08,2024-02-10,4176
617,24,28,Mold,2024-03-14,2024-03-14,2024-03-16,<1
618,91,90,Staph,2024-02-08,2024-03-12,2024-03-16,<1
619,30,47,Staph,2024-03-05,2024-03-17,2024-03-17,4659
620,3,4,Mold,2024-01-15,2024-02-14,2024-03-11,3171
621,42,78,Yeast,2024-02-09,2024-03-01,2024-03-06,<1
622,12,70,E.Coli Count,2024-01-14,2024-01-29,2024-03-02,<1
623,13,76,Enterobateria,2024-02-07,2024-02-23,2024-02-24,<1
624,61,94,Listeria Spp,2024-01-25,2024-02-24,2024-03-09,Positive
625,59,18,E.Coli Count,2024-02-28,2024-02-28,2024-03-13,<1
626,28,97,Listeria Mono,2024-03-04,2024-03-15,2024-03-17,Negative
627,42,1,Total Coliform,2024-01-07,2024-01-22,2024-02-15,8090
628,86,5,Aflatoxin,2024-01-09,2024-01-16,2024-02-01,<1
629,96,75,Ochratoxin,2024-02-19,2024-02-23,2024-02-27,<1
630,88,46,Salmonella,2024-03-06,2024-03-07,2024-03-09,Negative
631,10,67,Listeria Mono,2024-01-01,2024-03-03,2024-03-15,Negative
632,38,61,EO157,2024-02-12,2024-02-20,2024-03-13,Negative
633,70,93,Salmonella,2024-02-02,2024-02-18,2024-03-06,Negative
634,9,39,Staph,2024-01-08,2024-03-10,2024-03-17,<1
635,42,77,Mold,2024-01-31,2024-03-06,2024-03-09,<1
636,98,94,Ochratoxin,2024-01-19,2024-01-29,2024-02-29,<1
637,26,95,Aflatoxin,2024-03-12,2024-03-15,2024-03-15,<1
638,39,13,Listeria Spp,2024-01-24,2024-01-27,2024-03-06,Negative
639,65,17,Aerobic Place Count,2024-01-03,2024-01-10,2024-03-10,<1
640,56,17,EO157,2024-01-16,2024-03-08,2024-03-09,Negative
641,50,39,Mold,2024-01-18,2024-01-22,2024-02-05,<1
642,22,35,Listeria Mono,2024-02-05,2024-03-03,2024-03-17,Negative
643,41,48,EO157,2024-02-03,2024-02-17,2024-03-16,Positive
644,61,51,Listeria Spp,2024-03-01,2024-03-02,2024-03-04,Negative
645,41,50,Yeast,2024-03-14,2024-03-17,2024-03-17,6955
646,52,12,Total Coliform,2024-02-16,2024-03-02,2024-03-15,<1
647,14,89,Salmonella,2024-01-31,2024-03-04,2024-03-08,Negative
648,33,58,Total Coliform,2024-03-12,2024-03-12,2024-03-15,3071
649,5,81,EO157,2024-02-21,2024-03-09,2024-03-14,Negative
650,91,85,Mold,2024-01-01,2024-01-05,2024-01-07,4973
651,100,77,Aerobic Place Count,2024-01-11,2024-01-11,2024-01-29,<1
652,17,8,Aerobic Place Count,2024-01-20,2024-01-21,2024-02-13,<1
653,82,81,Staph,2024-01-22,2024-02-17,2024-02-25,<1
654,95,9,Listeria Spp,2024-01-29,2024-03-14,2024-03-17,Negative
655,8,22,Enterobateria,2024-01-01,2024-02-07,2024-03-11,<1
656,41,25,Staph,2024-03-16,2024-03-17,2024-03-17,<1
657,96,12,Aerobic Place Count,2024-03-14,2024-03-16,2024-03-17,<1
658,50,32,Staph,2024-01-14,2024-02-11,2024-02-19,<1
659,19,100,EO157,2024-01-31,2024-03-05,2024-03-15,Negative
660,11,52,Staph,2024-03-15,2024-03-15,2024-03-17,<1
661,92,11,E.Coli Count,2024-02-28,2024-03-05,2024-03-08,<1
662,8,69,EO157,2024-01-24,2024-01-29,2024-03-12,Negative
663,15,21,Aerobic Place Count,2024-03-05,2024-03-09,2024-03-14,<1
664,1,9,Mold,2024-02-16,2024-03-12,2024-03-12,<1
665,44,38,Yeast,2024-01-31,2024-02-08,2024-02-13,<1
666,56,25,Enterobateria,2024-02-13,2024-03-07,2024-03-15,<1
667,14,1,Yeast,2024-01-08,2024-01-11,2024-03-15,<1
668,79,82,Staph,2024-01-14,2024-01-22,2024-02-15,<1
669,75,60,Listeria Spp,2024-03-17,2024-03-17,2024-03-17,Negative
670,99,64,Listeria Mono,2024-01-12,2024-01-13,2024-02-03,Negative
671,36,59,Ochratoxin,2024-01-31,2024-02-04,2024-03-04,<1
672,48,97,Mold,2024-01-07,2024-02-23,2024-03-03,<1
673,8,7,Aerobic Place Count,2024-01-26,2024-02-19,2024-02-27,<1
674,51,38,EO157,2024-01-17,2024-01-24,2024-03-11,Negative
675,12,18,Aerobic Place Count,2024-01-21,2024-01-30,2024-02-25,<1
676,5,78,Aflatoxin,2024-01-11,2024-02-09,2024-03-12,<1
677,55,9,Enterobateria,2024-02-16,2024-03-04,2024-03-15,<1
678,69,95,Aflatoxin,2024-01-03,2024-01-04,2024-03-16,<1
679,23,69,Listeria Mono,2024-01-14,2024-03-12,2024-03-14,Negative
680,89,75,Enterobateria,2024-02-12,2024-03-11,2024-03-15,<1
681,5,25,Aerobic Place Count,2024-02-16,2024-03-02,2024-03-05,<1
682,33,13,Aerobic Place Count,2024-01-16,2024-02-10,2024-02-10,<1
683,83,99,Mold,2024-01-13,2024-03-15,2024-03-16,<1
684,7,43,EO157,2024-03-05,2024-03-11,2024-03-14,Negative
685,29,59,EO157,2024-02-17,2024-03-06,2024-03-07,Negative
686,28,37,Yeast,2024-03-16,2024-03-17,2024-03-17,<1
687,15,81,Enterobateria,2024-01-13,2024-02-10,2024-03-16,<1
688,81,11,Salmonella,2024-01-21,2024-02-26,2024-03-13,Negative
689,47,32,Listeria Mono,2024-02-05,2024-02-27,2024-03-05,Negative
690,1,21,Listeria Mono,2024-01-03,2024-01-16,2024-03-02,Negative
691,46,17,Mold,2024-03-11,2024-03-11,2024-03-15,<1
692,76,86,Enterobateria,2024-02-14,2024-03-14,2024-03-17,<1
693,57,31,Listeria Mono,2024-01-16,2024-01-16,2024-02-12,Negative
694,20,82,Salmonella,2024-02-25,2024-03-16,2024-03-16,Negative
695,71,80,EO157,2024-02-15,2024-02-28,2024-03-03,Negative
696,30,78,E.Coli Count,2024-01-16,2024-03-07,2024-03-16,<1
697,70,64,EO157,2024-02-14,2024-02-21,2024-03-05,Negative
698,43,81,Enterobateria,2024-02-24,2024-03-06,2024-03-15,<1
699,40,37,Aerobic Place Count,2024-01-22,2024-02-04,2024-03-10,<1
700,82,31,Listeria Spp,2024-01-31,2024-03-02,2024-03-17,Negative
701,69,97,Staph,2024-03-03,2024-03-10,2024-03-13,<1
702,100,30,Listeria Mono,2024-01-24,2024-02-10,2024-03-14,Negative
703,84,99,EO157,2024-02-16,2024-03-08,2024-03-17,Negative
704,40,27,E.Coli Count,2024-01-15,2024-03-02,2024-03-15,<1
705,49,98,Total Coliform,2024-02-03,2024-02-28,2024-03-06,<1
706,15,71,Staph,2024-03-06,2024-03-17,2024-03-17,<1
707,19,13,Total Coliform,2024-01-16,2024-02-26,2024-03-08,<1
708,37,63,Listeria Mono,2024-01-22,2024-03-08,2024-03-08,Negative
709,49,42,Mold,2024-01-29,2024-02-15,2024-03-17,<1
710,32,10,Mold,2024-02-22,2024-02-25,2024-03-07,<1
711,76,93,Listeria Spp,2024-01-26,2024-02-01,2024-03-14,Negative
712,59,81,Listeria Spp,2024-03-04,2024-03-16,2024-03-17,Negative
713,88,47,Staph,2024-01-27,2024-01-29,2024-03-16,<1
714,52,22,EO157,2024-02-02,2024-02-09,2024-02-25,Negative
715,70,80,Total Coliform,2024-02-08,2024-03-09,2024-03-14,<1
716,37,49,Staph,2024-02-17,2024-02-27,2024-02-27,<1
717,33,49,Listeria Spp,2024-01-01,2024-03-06,2024-03-10,Negative
718,23,79,Enterobateria,2024-01-03,2024-01-12,2024-01-24,<1
719,58,72,Listeria Spp,2024-03-13,2024-03-13,2024-03-13,Negative
720,9,16,Listeria Spp,2024-02-05,2024-02-10,2024-03-02,Negative
721,50,13,EO157,2024-02-02,2024-03-11,2024-03-12,Negative
722,19,94,Listeria Spp,2024-02-21,2024-03-01,2024-03-03,Negative
723,8,3,Listeria Mono,2024-01-18,2024-01-30,2024-02-20,Negative
724,57,3,E.Coli Count,2024-01-12,2024-02-17,2024-02-18,<1
725,27,72,Ochratoxin,2024-02-20,2024-02-22,2024-02-24,9448
726,68,87,Mold,2024-02-17,2024-03-16,2024-03-17,<1
727,85,54,Aflatoxin,2024-02-08,2024-03-01,2024-03-04,<1
728,82,94,EO157,2024-01-10,2024-02-18,2024-02-27,Negative
729,72,20,Ochratoxin,2024-03-07,2024-03-08,2024-03-15,<1
730,93,17,Aerobic Place Count,2024-03-14,2024-03-17,2024-03-17,<1
731,27,66,Salmonella,2024-02-11,2024-02-19,2024-03-05,Negative
732,5,12,Total Coliform,2024-02-15,2024-02-18,2024-03-05,<1
733,51,85,Ochratoxin,2024-02-12,2024-02-26,2024-03-14,<1
734,94,40,Mold,2024-01-26,2024-03-03,2024-03-07,<1
735,33,43,Salmonella,2024-03-04,2024-03-12,2024-03-16,Negative
736,63,25,Mold,2024-01-24,2024-02-14,2024-02-29,696
737,14,29,Aflatoxin,2024-03-04,2024-03-10,2024-03-16,<1
738,48,31,Total Coliform,2024-01-10,2024-03-16,2024-03-16,<1
739,40,56,Enterobateria,2024-01-14,2024-01-28,2024-01-28,<1
740,39,7,E.Coli Count,2024-03-16,2024-03-17,2024-03-17,<1
741,99,47,E.Coli Count,2024-02-15,2024-02-19,2024-02-21,<1
742,66,74,Enterobateria,2024-02-07,2024-02-28,2024-03-13,4775
743,83,3,Aerobic Place Count,2024-02-14,2024-03-17,2024-03-17,<1
744,92,65,Mold,2024-03-09,2024-03-15,2024-03-16,<1
745,58,9,Ochratoxin,2024-02-21,2024-03-11,2024-03-17,<1
746,47,93,Ochratoxin,2024-01-04,2024-02-20,2024-02-20,<1
747,1,57,E.Coli Count,2024-02-03,2024-02-22,2024-02-28,<1
748,30,22,E.Coli Count,2024-02-01,2024-02-03,2024-02-06,<1
749,9,77,Ochratoxin,2024-03-03,2024-03-11,2024-03-14,<1
750,22,86,Listeria Spp,2024-03-04,2024-03-15,2024-03-16,Negative
751,64,97,Mold,2024-03-13,2024-03-14,2024-03-16,<1
752,27,12,Enterobateria,2024-01-23,2024-02-01,2024-02-06,<1
753,99,75,Mold,2024-02-06,2024-03-08,2024-03-10,<1
754,62,73,Ochratoxin,2024-03-03,2024-03-17,2024-03-17,<1
